id,claim,negated_claim,label_original,label_negated
VL005044,"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.","“With retail, people are not moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",true,false
VL005045,"""Wrote that climate scientists have predicted “global temperatures would increase more than one degree Celsius by 2020,"""" but observed temperatures have been only “half as high.” ""","""Wrote that climate scientists have not predicted “global temperatures would increase more than one degree Celsius by 2020,"""" but observed temperatures have been only “half as high.” "".",false,true
VL005051,Shift in Treating Breast Cancer Is Under Debate,Shift in Treating Breast Cancer Is not Under Debate.,true,false
VL005059,"""Shirley Sherrod """"was forced to resign before anybody on Fox said a word about this.""","""Shirley Sherrod """"was not forced to resign before anybody on Fox said a word about this."".",true,false
VL005062,"Nurses must be protected from abuse during coronavirus pandemic: WHO, nursing groups.","Nurses must not be protected from abuse during coronavirus pandemic: WHO, nursing groups.",true,false
VL005063,Service station customers are getting stuck by HIV-loaded syringes affixed to gas pump handles.,Service station customers are not getting stuck by HIV-loaded syringes affixed to gas pump handles.,false,true
VL005065,Senate GOP leader would raise age for buying tobacco to 21.,Senate GOP leader would not raise age for buying tobacco to 21.,true,false
VL005068,"A divorce between television psychologist Dr. Phil McGraw and his wife, Robin McGraw, is in the works.","A divorce between television psychologist Dr. Phil McGraw and his wife, Robin McGraw, is not in the works.",false,true
VL005073,"California's Department of Social Services issued a letter to MediCal and CalFresh recipients, ordering families to undergo immediate COVID-19 testing or their kids would be put into foster care.","California's Department of Social Services issued a letter to MediCal and CalFresh recipients, ordering families to undergo immediate COVID-19 testing or their kids would not be put into foster care.",false,true
VL005078,ISIS is running through a border made porous by Barack Obama’s policies.,ISIS is not running through a border made porous by Barack Obama’s policies.,false,true
VL005079,Amazon announced that it was suspending all deliveries except for medical supplies during the COVID-19 pandemic.,Amazon announced that it was not suspending all deliveries except for medical supplies during the COVID-19 pandemic.,false,true
VL005088,"""Rare is the president """"who's passed more legislation, who's done more things than what we've done, between the executive orders and the job-killing regulations that have been terminated.""","""Rare is not the president """"who's passed more legislation, who's done more things than what we've done, between the executive orders and the job-killing regulations that have been terminated."".",false,true
VL005089,"Clashing with Trump, U.S. government report says climate change will batter economy.","Clashing with Trump, U.S. government report says climate change will not batter economy.",true,false
VL005090,"""The Democrats propose """"a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""","""The Democrats propose """"a government-controlled health care plan that will not deprive roughly 120 million Americans of their current health care coverage."".",false,true
VL005096,"""Atmospheric conditions could push a football’s pressure """"down approximately one-and-a-half pounds per square inch.""","""Atmospheric conditions could not push a football’s pressure """"down approximately one-and-a-half pounds per square inch."".",true,false
VL005097,Brain images suggest Alzheimer’s drug is working,Brain images suggest Alzheimer’s drug is not working.,false,true
VL005100,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.","A viral animation shows a myosin molecule transporting endorphins, which can not be thought of as a visual representation of the feeling of happiness.",false,true
VL005101,Widely available cornmeal is an effective way to stop weeds from germinating and spreading.,Widely available cornmeal is not an effective way to stop weeds from germinating and spreading.,false,true
VL005102,Special Infant Formula Might Help Shield Babies from Type 1 Diabetes,Special Infant Formula Might not Help Shield Babies from Type 1 Diabetes.,true,false
VL005103,"The government are lifting the living wage by the biggest ever amount, up to £8.72, and it will go up to £10.50.","The government are not lifting the living wage by the biggest ever amount, up to £8.72, and it will go up to £10.50.",true,false
VL005104,"""The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014,"""" including """"each individual’s Body Mass Index.""","""The Obama Health and Human Services Department is not planning to compile a federal health record on all U.S. citizens by 2014,"""" including """"each individual’s Body Mass Index."".",false,true
VL005105,New food safety legislation will regulate backyard gardening.,New food safety legislation will not regulate backyard gardening.,false,true
VL005107,Drug for narcolepsy could help food addicts lose weight,Drug for narcolepsy could not help food addicts lose weight.,false,true
VL005110,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,The government must not have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,false,true
